,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_Latinx,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_Latinx,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_Latinx,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
34,2021-03-07,NJ,812609.0,268537.0,69860.0,161066.0,30370.0,0.0,0.0,0.0,107239.0,175537.0,161066.0,476006.0,175537.0,23574.0,12932.0,3743.0,4338.0,1178.0,0.0,0.0,0.0,912.0,471.0,4338.0,18765.0,471.0,64396.0,26086.0,11312.0,15832.0,2843.0,0.0,0.0,0.0,4241.0,4082.0,15832.0,44482.0,4082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2021-03-07,NM,186922.0,32321.0,2360.0,87747.0,1688.0,30459.0,288.0,0.0,4912.0,27147.0,87747.0,72028.0,27147.0,3808.0,1097.0,49.0,1471.0,27.0,1064.0,0.0,0.0,0.0,100.0,1471.0,2237.0,100.0,13252.0,2460.0,141.0,4885.0,118.0,3966.0,24.0,0.0,177.0,1481.0,4885.0,6886.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2021-03-07,NV,296190.0,108109.0,22510.0,106628.0,24287.0,1480.0,0.0,0.0,33173.0,3.0,106628.0,189559.0,3.0,5037.0,2719.0,468.0,1203.0,594.0,45.0,0.0,0.0,5.0,3.0,1203.0,3831.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427948.0,675419.0,137083.0,249890.0,99956.0,11423.0,0.0,0.0,254174.0,3.0,249890.0,1178055.0,3.0
37,2021-03-07,NY,1681169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681169.0,0.0,0.0,1681169.0,48591.0,17007.0,9812.0,9968.0,3011.0,0.0,0.0,0.0,2834.0,5959.0,9968.0,32664.0,5959.0,89995.0,21649.0,23650.0,28494.0,8213.0,0.0,0.0,0.0,0.0,7989.0,28494.0,53512.0,7989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2021-03-07,OH,978471.0,579544.0,101785.0,0.0,13511.0,1055.0,693.0,23359.0,53199.0,205325.0,30674.0,618476.0,329321.0,17656.0,15026.0,2157.0,0.0,139.0,16.0,3.0,26.0,129.0,160.0,302.0,17199.0,155.0,50881.0,35458.0,9272.0,0.0,631.0,65.0,55.0,1691.0,1290.0,2419.0,1710.0,42785.0,6386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2021-03-07,OK,428997.0,244180.0,23119.0,0.0,7852.0,41839.0,0.0,0.0,14388.0,97619.0,42955.0,267383.0,118659.0,4534.0,3255.0,271.0,0.0,57.0,399.0,0.0,0.0,119.0,433.0,232.0,3635.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2021-03-07,OR,157285.0,76447.0,3791.0,0.0,4850.0,2769.0,1404.0,2534.0,36783.0,28707.0,40965.0,78492.0,37828.0,2296.0,1531.0,46.0,0.0,58.0,41.0,20.0,47.0,183.0,370.0,211.0,1475.0,610.0,8714.0,5270.0,273.0,0.0,311.0,220.0,146.0,160.0,1585.0,749.0,1765.0,5410.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2021-03-07,PA,948643.0,487131.0,81180.0,0.0,16176.0,0.0,0.0,0.0,12096.0,352060.0,59427.0,252700.0,636516.0,24349.0,19497.0,2829.0,0.0,379.0,0.0,0.0,0.0,1.0,1643.0,982.0,23280.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2021-03-07,PR,101327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101327.0,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2021-03-07,RI,128121.0,59389.0,7780.0,31023.0,2342.0,309.0,0.0,1200.0,2332.0,23746.0,31023.0,73352.0,23746.0,2541.0,1816.0,104.0,207.0,37.0,1.0,0.0,1.0,1.0,374.0,207.0,1960.0,374.0,9020.0,4280.0,593.0,1886.0,167.0,20.0,0.0,39.0,203.0,1832.0,1886.0,5302.0,1832.0,802636.0,219702.0,18349.0,54284.0,8702.0,4717.0,521.0,3660.0,20203.0,472498.0,54284.0,275854.0,472498.0
