location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Germany,16048650790.0,38412617.0,38410513.439,111482826.0,174573.0,174523.155,192499479.325,460749.555,460724.356,1337208.124,2093.963,2093.397,1138.15,2105066.0,25249.759,0.0,0.0,671371.0,8052.933,6688361.0,80225.189,6628848380.0,0.0,79474.449,0.0,130731596.0,1567.354,16.382,3751.5,109617918285.0,43333809249.0,39910417195.0,27672634682.0,192197041.0,192293500.0,131483.92,51977.73,47871.53,33192.7,2306511.0,64954420.0,77.902,48270.159999999996,289870.56799999997,56991.8,26237.019,19515.411,55315366.635000005,0.0,190957.997,10163.130000000001,34488.6,40481.3,0.0,9784.0,99466.59,1158.181,101961314320.0,11629109.133735,389.22,1134.7,139513.00811477
Ghana,128506625.0,171653.0,171653.013,1064296.0,1462.0,1462.013,3838783.74,5127.663,5127.647,31792.873,43.674,43.68,962.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478626487.0,1325017.0,14577.593,40.351,2460281.0,74.914,52.9094,33279.8,530419383.0,366110767.0,250405231.0,43702723.0,180950.0,23892773.0,1584.5,1093.67,748.03,130.56,713760.0,13590154.0,40.649,46669.23,154977.337,25805.300000000003,4139.855,2382.404,5170391.49,14676.0,364753.635,6078.3099999999995,366.9,9417.1,50200.481,1100.7,78357.60999999999,747.2529999999999,40940989010.0,0.0,0.0,0.0,0.0
Gibraltar,11132825.0,20550.0,20550.047,85328.0,113.0,113.015,340692995.122,628882.705,628882.667,2611255.6350000002,3458.096,3458.1259999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4197278.0,514.0,128474.992,15.733,12913.0,395.253,2.0346,273.0,19047549.0,8677737.0,7959419.0,2283752.0,92234.0,135186.0,58290.43,26556.04,24357.84,6988.93,4137148.0,44652.0,136.627,0.0,4228033.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97754.39000000001,0.0,39963971.0,-179.599996,-94.91,28.340000000000003,-5485.06111
Greece,2198298373.0,5303670.0,5301778.315,20249625.0,36916.0,36900.312,211680722.207,510706.239,510524.094,1949896.967,3554.752,3553.261,1063.4,0.0,0.0,0.0,0.0,16962.0,1631.773,228120.0,21967.096,10303630956.0,48561395.0,986430.923,4649.083,84151437.0,8056.345,30.5375,52887.0,13093818013.0,5316035464.0,4965530898.0,3179927698.0,21213593.0,22123523.0,126084.2,51189.84,47814.84,30620.39,2130342.0,7936433.0,76.373,57588.85,102094.817,55401.899999999994,24944.308,17762.852,30054469.186,1834.5,214874.985,5564.65,43171.899999999994,63596.0,0.0,5148.83,100579.51999999999,1086.0240000000001,12700820756.0,3079796.5173649997,1049.85,1619.08,296473.4329686
Greenland,5870639.0,11971.0,11971.015,9450.0,21.0,21.006999999999998,103916150.585,211898.614,211898.61000000002,167274.45,371.721,371.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166074.0,3498324.0,2665807.0,0.0,43336.0,77363.0,10914.5,6192.42,4718.73,0.0,1369396.0,38782.0,68.676,33691.81,167.55100000000002,0.0,0.0,0.0,0.0,0.0,244527.843,2641.6800000000003,0.0,0.0,0.0,0.0,87689.1,0.0,69092162.0,-2549.000026,-314.85,-258.94,-45185.86336
Grenada,9309856.0,19693.0,19693.051,132685.0,238.0,238.028,74206362.258,156967.615,156967.608,1057596.507,1897.035,1897.056,414.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3916246.0,3187.0,31428.023,25.576,23893.0,191.743,9.6773,778.6,6440866.0,3391201.0,2718127.0,302808.0,1159.0,90706.0,5133.82,2703.04,2166.56,241.35,723024.0,44269.0,35.287,0.0,387852.436,35956.2,8932.792,6140.683,16625311.571,0.0,298367.972,13098.330000000002,0.0,0.0,0.0,4525.1,88545.20000000001,952.717,153436357.0,0.0,0.0,0.0,0.0
Guadeloupe,96348680.0,202653.0,202653.024,643429.0,1018.0,1018.066,243451064.039,512057.75,512057.735,1625797.835,2572.265,2572.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53078.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100457.22,0.0,484016926.0,128194.60699234,1590.03,2078.13,323853.5761678
Guam,26045705.0,51240.0,51222.6,257026.0,413.0,413.091,151619805.227,298283.294,298181.865,1496224.7989999999,2404.195,2404.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104560779.0,323516.0,613137.436,1897.0720000000001,321368.0,1884.471,90.158,29396.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371948.544,38402.2,11680.873,6717.939,0.0,0.0,379736.60799999995,26318.96,0.0,0.0,0.0,0.0,97925.60999999999,0.0,210090609.0,0.0,0.0,0.0,0.0
Guatemala,652190696.0,1248850.0,1248663.715,13579151.0,20196.0,20193.987,36549755.589,69987.456,69977.03,760996.212,1131.814,1131.711,1059.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979067368.0,4067775.0,55602.029,231.006,4033075.0,229.038,139.9611,4851.5,3201402870.0,1734074250.0,1162878908.0,304449712.0,13495417.0,20361913.0,17941.14,9717.99,6516.99,1706.18,1141096.0,8935904.0,50.067,58589.47,193030.98200000002,28006.699999999997,5740.762,3688.568,9079317.184,10640.099999999999,190663.254,12450.14,0.0,0.0,93761.29500000001,733.8,90868.9,810.849,21823106822.0,4043485.24005,2356.56,3193.32,227758.76563113
Guernsey,14326248.0,35326.0,35326.011,36147.0,67.0,67.02499999999999,226219393.958,557817.1140000001,557817.134,570781.16,1057.977,1057.9869999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11186003.0,364541.0,312311.0,313005.0,15931.0,173349.0,17663.31,575.63,493.14,494.24,2737267.0,49360.0,77.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77451367.0,0.0,0.0,0.0,0.0
Guinea,29408603.0,38563.0,38563.0,318201.0,468.0,468.069,2121932.492,2782.452,2782.479,22959.377,33.756,33.761,737.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9563341.0,0.0,706.725,0.0,53161.0,3.912,1.1713,16153.6,422811227.0,259538938.0,147264763.0,3116589.0,1586407.0,10879764.0,3050.72,1872.69,1062.58,22.47,785008.0,7874540.0,56.808,57825.64,63296.365000000005,23237.0,3834.1049999999996,2119.4590000000003,2444686.498,43171.899999999994,411804.891,2959.66,0.0,0.0,21341.35,366.9,75336.8,583.371,16949983827.0,0.0,0.0,0.0,0.0
Guinea-Bissau,6359928.0,9614.0,9614.031,124925.0,177.0,177.04399999999998,3020511.236,4565.958,4565.939,59330.371,84.072,84.119,565.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094602.0,390.0,1501.709,0.189,15966.0,7.748,1.4646,13842.3,21920636.0,19830689.0,8145895.0,7925.0,1658.0,813317.0,1041.08,941.82,386.88,0.39,386230.0,728885.0,34.568,0.0,80951.59300000001,23726.199999999997,3671.446,1913.995,1894029.525,82063.29999999999,467765.702,2959.66,0.0,0.0,7830.869,0.0,71325.36,587.04,2575124340.0,0.0,0.0,0.0,0.0
Guyana,41667534.0,73168.0,73166.276,823460.0,1298.0,1298.045,51522372.864,90473.058,90470.976,1018217.57,1605.013,1605.03,984.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868509.0,0.0,1079.474,0.0,392820.0,488.245,39.6806,5092.7,72472500.0,45666781.0,27637728.0,2487805.0,144957.0,960456.0,8961.31,5646.79,3417.46,307.59,1187672.0,495756.0,61.338,57210.26,4833.296,32164.9,6488.014999999999,3469.6510000000003,9093062.480999999,0.0,456373.457,14211.259999999998,0.0,0.0,94365.45700000001,1956.8000000000002,85499.93,834.086,989073121.0,0.0,0.0,0.0,0.0
Haiti,24234473.0,34228.0,34227.984,623646.0,860.0,860.006,2091883.175,2954.506,2954.504,53832.221,74.235,74.228,895.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5752410.0,598.0,502.5,0.052000000000000005,51545.0,4.506,12.0994,7590.6,15085671.0,10729282.0,6407659.0,0.0,41453.0,640395.0,130.25,92.68,55.27,0.0,55285.0,497752.0,4.289,48388.31,487301.904,29718.9,5870.4,3612.742,2021830.579,28740.5,526560.204,8132.950000000001,3546.7,28251.300000000003,27961.449,856.0999999999999,78272.0,623.73,14168458669.0,0.0,0.0,0.0,0.0
High income,201128745924.0,420632309.0,420505534.598,1972449670.0,2889352.0,2888382.166,160836783.495,336367.374,336265.968,1577310.389,2310.53,2309.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648018920810.0,682900907336.0,609245714257.0,351856882816.0,2818262135.0,2819546958.0,131787.27,54609.55,48719.71,28136.64,2254701.0,979705530.0,78.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529379355800.0,0.0,0.0,0.0,0.0
Honduras,330579183.0,472533.0,472532.991,8391020.0,11112.0,11112.087,31686349.336,45292.768,45292.758,804287.784,1065.11,1065.099,931.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674093362.0,305039175.0,268284488.0,91351987.0,229026.0,16890978.0,6461.24,2923.83,2571.54,875.62,1619011.0,6594316.0,63.198,68881.08,101270.51500000001,30452.699999999997,5689.396,3525.909,5554615.285,19568.0,293774.384,8817.83,2446.0,0.0,102938.68699999999,856.0999999999999,92055.20999999999,775.3820000000001,12759385334.0,0.0,0.0,0.0,0.0
Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483796487.0,0.0,64552.864,0.0,49203009.0,6565.18,0.3354,217755.1,10405674621.0,4139532433.0,3857583282.0,2408557366.0,20768901.0,20790493.0,138948.76,55275.81,51511.04,32161.69,2776181.0,6919774.0,92.4,63071.7,8426537.658,53625.6,19514.691000000003,12159.126,67097739.239999995,0.0,0.0,9971.01,0.0,0.0,0.0,0.0,101577.42,1135.953,8964169011.0,245205.8019113,204.78,395.64,32735.7437158
Hungary,1273414257.0,2201824.0,2201689.981,33090641.0,48778.0,48775.73,127759147.012,220904.673,220891.226,3319918.897,4893.801,4893.638,1098.17,0.0,0.0,0.0,0.0,160.0,16.408,991.0,99.495,2593088077.0,10943720.0,267059.239,1127.088,10930458.0,1125.708,91.0598,41936.1,892188028.0,1824401380.0,1605715338.0,580859264.0,8276404.0,16716341.0,8951.16,18303.87,16109.8,5827.59,1677026.0,6297866.0,63.177,40051.01,132136.589,53078.2,22719.671000000002,14646.648000000001,32748957.103,611.5,340356.008,9233.65,32776.4,42560.399999999994,0.0,8585.46,94024.23999999999,1044.442,12190012792.0,3817442.9177,1128.91,1625.4,384388.3920404
Iceland,93262969.0,208620.0,208617.148,79050.0,186.0,186.03199999999998,250099808.81,559448.441,559440.822,211985.535,498.794,498.757,976.28,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,2899.682,410087509.0,1373785.0,1107342.028,3709.586,1372231.0,3705.383,0.0,0.0,51942584.0,26286940.0,21491957.0,7772092.0,258851.0,800598.0,13929.11,7049.22,5763.41,2084.21,2146926.0,304973.0,81.784,33552.85,4163.092,45617.899999999994,17649.112999999998,11260.161,56848657.633999996,244.60000000000002,144304.21600000001,6494.129999999999,17488.9,18589.6,0.0,3558.9300000000003,101496.76999999999,1160.627,456060369.0,25414.40516,567.9,1141.51,68040.3431658
India,31777896215.0,44969630.0,44962703.985,396307565.0,531680.0,531638.016,22423439.864,31731.93,31727.05,279646.527,375.17,375.163,1060.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296477930381.0,838798638.0,210631.95,595.919,857285803.0,609.056,39.4274,48541.8,1157328961826.0,609329553908.0,484093655927.0,63897037287.0,2111945460.0,2207127199.0,81664.54,42996.3,34159.0,4508.71,1557415.0,1027879188.0,72.505,63420.25,550862.437,34488.6,7324.547,4175.322,7859822.302,25927.6,345228.43999999994,12706.970000000001,2323.7,25193.800000000003,72829.65,648.19,85194.18,788.835,1733202725760.0,0.0,0.0,0.0,0.0
Indonesia,4098122133.0,6787354.0,6783744.565,109991076.0,161459.0,161408.983,14875143.859,24636.372,24623.272,399239.706,586.059,585.886,1061.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10136430783.0,51528978.0,37027.622,188.234,51279009.0,187.324,35.7243,59144.4,76604534755.0,50283192224.0,37353198828.0,3736500097.0,330544770.0,446953339.0,27805.33,18251.54,13558.26,1356.31,1622273.0,203846115.0,73.93900000000001,59675.67,178221.675,35833.9,6505.137,3733.819,13683833.912,6971.1,419322.67199999996,7729.360000000001,3424.3999999999996,93070.29999999999,78521.492,1271.92,87713.56,878.1139999999999,336938143712.0,0.0,0.0,0.0,0.0
Iran,5059755299.0,7609922.0,7609506.549,109212380.0,146165.0,146145.591,57139727.228,85938.711,85933.993,1233333.513,1650.639,1650.429,1063.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8890509275.0,18074432.0,101116.498,205.563,51974175.0,591.126,105.9951,12585.9,20180511558.0,9420756273.0,8124124875.0,2530235819.0,20588423.0,155373550.0,22789.84,10638.82,9174.59,2857.41,1754696.0,65182146.0,73.58,65033.06,60943.313,39625.2,6653.120000000001,3891.586,23338044.259999998,244.60000000000002,330586.684,11728.57,978.4000000000001,25805.300000000003,0.0,1834.5,93779.64000000001,957.609,108297344664.0,21477909.3955,3285.0,3688.43,243591.963684
Iraq,1754651805.0,2465545.0,2465545.012,20639759.0,25375.0,25375.014,39433812.373,55410.333,55410.327,463855.158,570.268,570.241,998.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345669611.0,12996351.0,99823.368,298.532,18935119.0,434.931,84.7212,16434.2,1082797012.0,629357253.0,427074581.0,6854314.0,26828.0,19559033.0,2433.47,1414.41,959.75,15.42,439553.0,11335808.0,25.462,63985.0,107776.875,24460.0,3896.478,2393.411,19157054.878000002,3057.5,267362.47599999997,10799.09,0.0,0.0,115666.44799999999,1712.1999999999998,86343.79999999999,824.302,54418759652.0,0.0,0.0,0.0,0.0
Ireland,903473173.0,1711027.0,1710890.738,6124341.0,8964.0,8958.569,179863377.998,340631.136,340603.991,1219233.398,1784.55,1783.451,1080.34,1613.0,321.11,68730.0,13682.758,2885.0,571.354,60462.0,12036.355,4395350613.0,12340856.0,881445.443,2474.833,12320531.0,2470.768,86.49,20178.7,6966333719.0,2851149032.0,2700390036.0,1577895579.0,10382738.0,10472239.0,138685.66,56760.53,53759.36,31412.77,2084819.0,3628335.0,72.225,46627.07,85455.90199999999,47330.100000000006,17033.944,10613.194000000001,82351063.339,244.60000000000002,154659.35700000002,4011.4399999999996,28129.0,31431.1,0.0,3620.08,100652.9,1167.965,6143261084.0,624793.9451596,1008.64,1383.97,124534.33404604
Isle of Man,18516642.0,38008.0,38008.033,77167.0,116.0,116.03899999999999,219043721.956,449617.91,449617.945,912851.741,1372.24,1372.2659999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29238064.0,13987575.0,11038204.0,3237790.0,93324.0,186883.0,34587.29,16546.73,13057.68,3830.15,2210724.0,66898.0,79.125,0.0,180847.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99552.20000000001,0.0,103385082.0,0.0,0.0,0.0,0.0
Israel,2508252616.0,4823349.0,4822909.041,8326384.0,12511.0,12507.567000000001,265451647.341,510461.323,510414.777,881192.036,1324.053,1323.695,1083.76,115595.0,12233.575,965552.0,102185.627,49004.0,5186.141,757374.0,80153.862,15942816188.0,51780014.0,1715941.909,5573.126,51691280.0,5563.591,50.418,79527.1,12735673809.0,5107491213.0,4596989385.0,3031193211.0,18609926.0,18714695.0,134783.29,54053.16,48650.62,32079.34,1980599.0,6788762.0,71.837,47438.61,492387.138,37423.8,14349.459,9000.057,40520827.36,611.5,114130.35999999999,8243.02,18834.2,43294.2,0.0,3656.7700000000004,101472.31,1123.9370000000001,11556127000.0,1084889.728663,1074.45,1429.48,120229.3993122
Italy,11614992715.0,25815403.0,25809719.026,139170258.0,189968.0,189916.016,196739330.468,437271.477,437175.179,2357320.798,3217.753,3216.88,1115.29,1097139.0,18583.747,12476928.0,211339.117,381648.0,6464.508,5314396.0,90017.355,63349522489.0,224719845.0,1069364.785,3793.364,224247455.0,3785.389,56.5981,43387.1,87426435025.0,35311302051.0,31660931582.0,21584945889.0,144588551.0,144599160.0,148086.35,59811.82,53628.45,36561.35,2449276.0,50940404.0,86.254,57303.29,251765.557,58581.7,28154.683,19861.519999999997,43074162.732,2446.0,138383.673,5845.9400000000005,24215.4,33999.4,0.0,3889.1400000000003,102132.73000000001,1090.916,72202828256.0,24109024.1448,2025.18,1987.55,407910.207963
Jamaica,91745748.0,154786.0,154786.023,2049185.0,3536.0,3536.001,32449010.427,54745.347,54745.348,724764.103,1250.6299999999999,1250.62,951.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232701883.0,552068.0,82293.874,195.234,1122145.0,396.823,89.6314,21296.3,367941385.0,221487976.0,179897906.0,7500445.0,566027.0,1532467.0,13013.53,7833.66,6362.72,265.33,542028.0,864709.0,30.58,59161.87,326393.01700000005,38402.2,11843.532,7814.969999999999,10020737.333,0.0,252594.75100000002,13795.439999999999,6481.9,34977.8,81237.775,2079.1,91076.81,897.682,3457888186.0,78426.194,101.52,283.79999999999995,27729.509034000002
Japan,9326796872.0,33778993.0,33760428.417,26666621.0,74654.0,74621.978,75245415.516,272517.387,272367.585,215137.21,602.286,602.043,1126.74,133712.0,1078.741,1881433.0,15178.758,0.0,0.0,0.0,0.0,13429500083.0,53504941.0,107770.049,429.384,53195330.0,426.901,85.9576,38947.6,183641193499.0,67246684250.0,64022549042.0,52371960207.0,383303948.0,383744042.0,148155.44,54252.4,51651.24,42251.86,3095914.0,104710374.0,84.454,44232.57,425332.494,58948.600000000006,33080.926999999996,22616.939,47699718.728999995,0.0,97069.51000000001,6995.5599999999995,13697.599999999999,41215.100000000006,0.0,15960.150000000001,103502.48999999999,1123.9370000000001,151592924208.0,386893.493,-36.06,114.67,3182.293303
Jersey,29948577.0,66391.0,66390.982,101150.0,161.0,161.05599999999998,270303774.452,599218.384,599218.361,912939.031,1453.129,1453.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24636147.0,10128810.0,9262190.0,4763870.0,0.0,223936.0,22235.58,9141.87,8359.63,4299.67,2021154.0,45494.0,41.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135503508.0,0.0,0.0,0.0,0.0
Jordan,1094517109.0,1746997.0,1746997.014,10290022.0,14122.0,14122.024,96981147.548,154795.0,154795.032,911761.2,1251.295,1251.313,831.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355728265.0,7567593.0,211308.705,678.815,16688541.0,1496.978,63.0782,144015.1,1323570689.0,712626071.0,592787108.0,10514490.0,4276815.0,10062354.0,11727.67,6314.32,5252.53,93.17,891625.0,4828702.0,42.789,45221.2,133655.555,28373.6,4659.63,2887.503,10196750.27,122.30000000000001,254698.31100000002,14370.25,0.0,0.0,0.0,1712.1999999999998,91150.19,891.567,13802625125.0,347960.47163,652.94,678.99,31015.70084
Kazakhstan,954279622.0,1502857.0,1502786.42,13253253.0,19072.0,19072.004,49194747.926,77474.845,77471.207,683227.898,983.201,983.15,964.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970609383.0,11792426.0,102654.814,614.301,11842369.0,616.904,16.8953,19418.4,3623784535.0,3422919461.0,3140464085.0,42926309.0,18655980.0,38235747.0,18681.16,17645.79,16189.54,221.29,1971100.0,10861286.0,55.997,56160.46,8170.863,37423.8,8549.993,5656.375,29419984.123999998,122.30000000000001,570886.6159999999,8695.53,8561.0,52711.3,121075.77699999999,8194.1,90012.79999999999,1008.9749999999999,23723751554.0,2042710.015,748.52,722.98,105597.2069975
Kenya,241688082.0,343074.0,343069.976,4263272.0,5688.0,5687.976,4473428.401,6349.989,6349.941,78909.418,105.287,105.308,1022.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255448354.0,610432.0,4819.268,11.511,3717141.0,70.032,61.8087,39592.7,2066060051.0,854749079.0,823401085.0,37384986.0,11113785.0,23724463.0,3824.11,1582.1299999999999,1524.01,69.22,439097.0,14483695.0,26.858,56498.3,106797.252,24460.0,3284.978,1868.7440000000001,3660473.244,45006.399999999994,267393.051,3571.16,1467.6,24949.199999999997,30148.173,1712.1999999999998,81574.1,735.023,66075612932.0,0.0,0.0,0.0,0.0
Kiribati,1694338.0,5025.0,5024.992,6371.0,24.0,24.003,12910520.636,38289.509,38289.51,48545.581,182.875,182.875,86.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941577.0,1684557.0,1065426.0,191594.0,0.0,219870.0,2241.42,1283.59,811.81,146.01,1675419.0,101262.0,77.178,27612.239999999998,175746.323,28373.6,4763.585,2702.83,2422924.436,0.0,531585.5109999999,27713.18,43905.7,72034.7,0.0,2323.7,83616.51000000001,770.49,160502851.0,0.0,0.0,0.0,0.0
Kosovo,168982970.0,273867.0,273861.013,2502395.0,3206.0,3206.063,94821585.625,153675.267,153671.932,1404171.4610000001,1798.982,1798.923,1033.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235263616.0,421855.0,132013.712,236.717,1238538.0,694.985,18.6049,30126.1,729933970.0,358782919.0,324699676.0,29584274.0,1331443.0,1837790.0,40958.98,20132.42,18219.83,1660.06,1031242.0,907203.0,50.877,53046.62,205653.565,0.0,0.0,0.0,11980304.982,733.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179526645.0,165023.400307,909.6899999999999,604.7,99303.1261096
Kuwait,452640621.0,665851.0,665836.969,2076044.0,2570.0,2570.043,106032492.092,155977.692,155974.374,486319.968,602.031,601.979,944.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801264237.0,7379048.0,423815.522,1736.217,7950424.0,1870.634,67.8927,74271.2,755698086.0,324741070.0,305413422.0,97422408.0,37162.0,8260903.0,17702.5,7607.19,7154.39,2282.12,1935151.0,3346395.0,78.29899999999999,53202.39,283892.544,41215.100000000006,2867.9350000000004,1362.422,80143846.751,0.0,161723.40500000003,19372.32,3302.1000000000004,45251.0,0.0,2446.0,92324.26999999999,985.738,5220847578.0,163199.2070764,1281.71,1144.97,38208.838558100004
Kyrgyzstan,52867300.0,88776.0,88775.723,612349.0,1024.0,1024.002,7973204.905,13388.795,13388.765,92351.656,154.435,154.455,888.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674531618.0,831118798.0,627373679.0,0.0,2746657.0,3483978.0,25254.44,12534.65,9461.71,0.0,525440.0,1674939.0,25.268,50435.21,39543.259,32164.9,5490.047,3524.686,4150218.702,1712.1999999999998,533670.726,8695.53,4402.8,61761.5,109116.06,5503.5,87383.35,852.4309999999999,8109249483.0,392131.583488,629.7,523.9699999999999,59431.3317914
Laos,105332934.0,218085.0,218082.728,335708.0,671.0,671.006,13989409.083,28964.161,28963.841,44585.641,89.118,89.145,635.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122421960.0,1030237.0,16487.684,138.752,1023577.0,137.847,60.4318,9079.5,568620611.0,351259917.0,271749602.0,0.0,1981593.0,11074168.0,7551.94,4665.11,3609.16,0.0,1470774.0,5851664.0,77.737,50570.77,36341.445,29841.199999999997,4927.467,2839.806,7823971.279999999,27762.1,450199.75299999997,4892.0,8927.9,62617.600000000006,60953.097,1834.5,83066.16,749.699,9208550371.0,0.0,0.0,0.0,0.0
Latvia,469894815.0,975325.0,975292.422,4240736.0,7331.0,7327.616,253907437.603,527016.398,526998.82,2291479.655,3961.2980000000002,3959.455,1071.17,5825.0,3147.529,0.0,0.0,9439.0,5097.141,49711.0,26862.22,2359764225.0,7263566.0,1259266.9510000001,3876.138,7257656.0,3872.976,66.7588,102554.4,923635334.0,475608447.0,434642309.0,100056044.0,2895704.0,2895437.0,49908.78,25699.43,23485.83,5406.34,1564553.0,1346126.0,72.765,38895.58,38172.276,53689.7,24159.142,17288.327999999998,30653083.658,856.0999999999999,428123.38,6004.93,31308.800000000003,62373.0,0.0,6812.110000000001,92079.67000000001,1059.118,2263349842.0,780600.2662504,1002.34,1842.93,422065.8651848
Lebanon,768946921.0,1237127.0,1237021.031,7819056.0,10906.0,10904.6,140069722.962,225352.406,225333.092,1424302.4949999999,1986.61,1986.27,1061.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112679216.0,237492.0,20147.803,42.466,566545.0,101.3,0.0,0.0,1239009378.0,638207373.0,521471815.0,71387072.0,5134981.0,5816886.0,22569.47,11625.41,9499.08,1300.36,1059603.0,2669052.0,48.598,56842.0,727148.103,38035.3,10412.622,6640.889999999999,16348531.995000001,0.0,326040.793,15544.330000000002,32898.7,49776.100000000006,0.0,3546.7,96531.39000000001,909.912,6713956912.0,131588.395186,382.08,614.82,23505.174119
Lesotho,22194835.0,34490.0,34489.994,503435.0,706.0,706.055,9625546.428,14957.762,14957.775,218331.72,306.18399999999997,306.229,510.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10125965.0,553.0,4438.381,0.242,48156.0,21.107,3.1756,5052.0,21060351.0,16336365.0,15949540.0,1480708.0,0.0,1338266.0,913.32,708.49,691.7,64.21,580510.0,1014650.0,44.113,48109.65,89966.326,27150.6,5510.838000000001,3237.281,3486960.119,72890.8,495469.098,4818.62,489.20000000000005,65919.7,2589.091,0.0,66445.59,644.5210000000001,2820025198.0,0.0,0.0,0.0,0.0
